Year,State,Producer Type,Energy Source,"CO2
(Metric Tons)","SO2
(Metric Tons)","NOx
(Metric Tons)"
1990,MI,Commercial Cogen,Petroleum,4676,15,4
1990,MI,Electric Utility,All Sources,64471746,334264,283017
1990,MI,Electric Utility,Coal,62529519,330975,280609
1990,MI,Electric Utility,Natural Gas,1236097,3,1291
1990,MI,Electric Utility,Petroleum,706130,3287,1118
1990,MI,Industrial Cogen,All Sources,2830017,36299,12448
1990,MI,Industrial Cogen,Coal,1900188,20124,8313
1990,MI,Industrial Cogen,Natural Gas,619646,5,2075
1990,MI,Industrial Cogen,Other,0,3737,1033
1990,MI,Industrial Cogen,Petroleum,310183,12434,1027
1990,MI,Industrial Non-Cogen,All Sources,216259,8683,5630
1990,MI,Industrial Non-Cogen,Coal,124149,8679,4757
1990,MI,Industrial Non-Cogen,Natural Gas,91416,3,870
1990,MI,Industrial Non-Cogen,Other,694,1,3
1990,MI,IPP NAICS-22 Cogen,All Sources,3531578,199,7130
1990,MI,IPP NAICS-22 Cogen,Coal,235714,179,827
1990,MI,IPP NAICS-22 Cogen,Natural Gas,3295015,17,6298
1990,MI,IPP NAICS-22 Cogen,Other,0,0,5
1990,MI,IPP NAICS-22 Cogen,Petroleum,849,3,1
1990,MI,IPP NAICS-22 Non-Cogen,All Sources,86713,3,496
1990,MI,IPP NAICS-22 Non-Cogen,Natural Gas,3168,0,3
1990,MI,IPP NAICS-22 Non-Cogen,Other,83545,3,493
1990,MI,Total Electric Power Industry,All Sources,71755088,382740,310568
1990,MI,Total Electric Power Industry,Coal,65192865,362913,295425
1990,MI,Total Electric Power Industry,Natural Gas,5277864,27,10597
1990,MI,Total Electric Power Industry,Other,262521,4061,2401
1990,MI,Total Electric Power Industry,Petroleum,1021838,15738,2146
1990,MN,Commercial Cogen,All Sources,130116,69,315
1990,MN,Commercial Cogen,Natural Gas,98614,0,237
1990,MN,Commercial Cogen,Other,27017,46,72
1990,MN,Commercial Cogen,Petroleum,4485,23,6
1990,MN,Commercial Non-Cogen,All Sources,51,0,0
1990,MN,Commercial Non-Cogen,Petroleum,51,0,0
1990,MN,Electric Utility,All Sources,29732688,76238,152445
1990,MN,Electric Utility,Coal,28991216,75597,150354
1990,MN,Electric Utility,Natural Gas,278603,0,718
1990,MN,Electric Utility,Other,0,529,1316
1990,MN,Electric Utility,Petroleum,462869,112,57
1990,MN,Industrial Cogen,All Sources,1900721,25421,8016
1990,MN,Industrial Cogen,Coal,1539714,19865,5468
1990,MN,Industrial Cogen,Natural Gas,325883,1,826
1990,MN,Industrial Cogen,Other,11652,5417,1682
1990,MN,Industrial Cogen,Petroleum,23472,139,40
1990,MN,Industrial Non-Cogen,All Sources,0,0,1
1990,MN,Industrial Non-Cogen,Natural Gas,0,0,1
1990,MN,Industrial Non-Cogen,Petroleum,0,0,0
1990,MN,IPP NAICS-22 Non-Cogen,All Sources,153503,24,322
1990,MN,IPP NAICS-22 Non-Cogen,Natural Gas,4108,0,8
1990,MN,IPP NAICS-22 Non-Cogen,Other,149395,24,314
1990,MN,Total Electric Power Industry,All Sources,31917079,101753,161099
1990,MN,Total Electric Power Industry,Coal,30530930,95461,155768
1990,MN,Total Electric Power Industry,Natural Gas,707208,1,1807
1990,MN,Total Electric Power Industry,Other,188064,6017,3420
1990,MN,Total Electric Power Industry,Petroleum,490877,274,104
1990,MO,Commercial Cogen,All Sources,389867,13001,1618
1990,MO,Commercial Cogen,Coal,389363,12997,1607
1990,MO,Commercial Cogen,Natural Gas,484,0,11
1990,MO,Commercial Cogen,Petroleum,20,4,1
1990,MO,Electric Utility,All Sources,47719573,702059,258057
1990,MO,Electric Utility,Coal,47437366,698849,257211
1990,MO,Electric Utility,Natural Gas,190775,1,462
1990,MO,Electric Utility,Petroleum,91432,3209,384
1990,MO,Industrial Cogen,All Sources,595587,8948,2732
1990,MO,Industrial Cogen,Coal,551891,8939,2587
1990,MO,Industrial Cogen,Natural Gas,42037,0,143
1990,MO,Industrial Cogen,Petroleum,1659,9,2
1990,MO,Total Electric Power Industry,All Sources,48705027,724008,262408
1990,MO,Total Electric Power Industry,Coal,48378620,720786,261405
1990,MO,Total Electric Power Industry,Natural Gas,233296,1,616
1990,MO,Total Electric Power Industry,Petroleum,93111,3221,386
1990,MS,Electric Utility,All Sources,13303215,105415,45799
1990,MS,Electric Utility,Coal,9105298,95185,36407
1990,MS,Electric Utility,Natural Gas,3584393,18,8303
1990,MS,Electric Utility,Petroleum,613524,10211,1089
1990,MS,Industrial Cogen,All Sources,1473329,14158,7336
1990,MS,Industrial Cogen,Coal,167845,1293,599
1990,MS,Industrial Cogen,Natural Gas,1228291,7,2865
1990,MS,Industrial Cogen,Other,0,12449,3792
1990,MS,Industrial Cogen,Petroleum,77193,410,80
1990,MS,Total Electric Power Industry,All Sources,14776544,119573,53136
1990,MS,Total Electric Power Industry,Coal,9273143,96477,37006
1990,MS,Total Electric Power Industry,Natural Gas,4812684,25,11169
1990,MS,Total Electric Power Industry,Other,0,12450,3793
1990,MS,Total Electric Power Industry,Petroleum,690717,10621,1168
1990,MT,Electric Utility,All Sources,15697302,15763,84034
1990,MT,Electric Utility,Coal,15642891,15760,83968
1990,MT,Electric Utility,Natural Gas,26999,0,50
1990,MT,Electric Utility,Petroleum,27412,4,16
1990,MT,Industrial Cogen,All Sources,175016,1268,812
1990,MT,Industrial Cogen,Natural Gas,147818,1,346
1990,MT,Industrial Cogen,Other,0,806,414
1990,MT,Industrial Cogen,Petroleum,27198,461,52
1990,MT,IPP NAICS-22 Non-Cogen,All Sources,256723,299,1368
1990,MT,IPP NAICS-22 Non-Cogen,Coal,256723,299,1368
1990,MT,Total Electric Power Industry,All Sources,16129041,17331,86214
1990,MT,Total Electric Power Industry,Coal,15899614,16059,85335
1990,MT,Total Electric Power Industry,Natural Gas,174817,1,396
1990,MT,Total Electric Power Industry,Other,0,806,415
1990,MT,Total Electric Power Industry,Petroleum,54610,464,68
1990,NC,Electric Utility,All Sources,42420558,297634,176210
1990,NC,Electric Utility,Coal,42126864,297236,175669
1990,NC,Electric Utility,Natural Gas,135123,1,312
1990,NC,Electric Utility,Petroleum,158571,396,229
1990,NC,Industrial Cogen,All Sources,3281589,43257,14770
1990,NC,Industrial Cogen,Coal,2620219,23136,9871
1990,NC,Industrial Cogen,Natural Gas,69063,0,167
1990,NC,Industrial Cogen,Other,0,15826,3732
1990,NC,Industrial Cogen,Petroleum,592307,4296,1000
1990,NC,Industrial Non-Cogen,All Sources,1543,5,1
1990,NC,Industrial Non-Cogen,Petroleum,1543,5,1
1990,NC,IPP NAICS-22 Cogen,All Sources,3284995,22914,11549
1990,NC,IPP NAICS-22 Cogen,Coal,3262091,22891,11510
1990,NC,IPP NAICS-22 Cogen,Natural Gas,15863,0,34
1990,NC,IPP NAICS-22 Cogen,Petroleum,7041,23,5
1990,NC,IPP NAICS-22 Non-Cogen,All Sources,11192,19,191
1990,NC,IPP NAICS-22 Non-Cogen,Natural Gas,1062,0,5
1990,NC,IPP NAICS-22 Non-Cogen,Other,10130,19,186
1990,NC,Total Electric Power Industry,All Sources,48999877,363828,202720
1990,NC,Total Electric Power Industry,Coal,48009174,343263,197050
1990,NC,Total Electric Power Industry,Natural Gas,221111,1,517
1990,NC,Total Electric Power Industry,Other,10130,15845,3918
1990,NC,Total Electric Power Industry,Petroleum,759462,4719,1235
1990,ND,Electric Utility,All Sources,27955011,127098,67446
1990,ND,Electric Utility,Coal,27931161,127048,67417
1990,ND,Electric Utility,Natural Gas,98,0,0
1990,ND,Electric Utility,Petroleum,23752,50,28
1990,ND,Industrial Cogen,All Sources,533243,6320,1455
1990,ND,Industrial Cogen,Coal,331733,5766,988
1990,ND,Industrial Cogen,Natural Gas,113220,1,301
1990,ND,Industrial Cogen,Petroleum,88290,553,166
1990,ND,Industrial Non-Cogen,All Sources,0,0,19
1990,ND,Industrial Non-Cogen,Natural Gas,0,0,19
1990,ND,Total Electric Power Industry,All Sources,28488254,133418,68920
1990,ND,Total Electric Power Industry,Coal,28262894,132814,68405
1990,ND,Total Electric Power Industry,Natural Gas,113318,1,320
1990,ND,Total Electric Power Industry,Petroleum,112042,603,194
1990,NE,Electric Utility,All Sources,13557583,45888,77906
1990,NE,Electric Utility,Coal,13355408,45835,77416
1990,NE,Electric Utility,Natural Gas,188819,1,468
1990,NE,Electric Utility,Petroleum,13356,53,22
1990,NE,Industrial Cogen,All Sources,0,1105,196
1990,NE,Industrial Cogen,Coal,0,1105,190
1990,NE,Industrial Cogen,Natural Gas,0,0,6
1990,NE,Total Electric Power Industry,All Sources,13557583,46993,78102
1990,NE,Total Electric Power Industry,Coal,13355408,46940,77606
1990,NE,Total Electric Power Industry,Natural Gas,188819,1,474
1990,NE,Total Electric Power Industry,Petroleum,13356,53,22
1990,NH,Commercial Cogen,All Sources,48239,453,136
1990,NH,Commercial Cogen,Petroleum,48239,453,136
1990,NH,Electric Utility,All Sources,4904594,59742,18313
1990,NH,Electric Utility,Coal,2848166,37512,15443
1990,NH,Electric Utility,Petroleum,2056428,22230,2870
1990,NH,Industrial Cogen,All Sources,30019,132,171
1990,NH,Industrial Cogen,Other,0,6,135
1990,NH,Industrial Cogen,Petroleum,30019,125,36
1990,NH,Industrial Non-Cogen,All Sources,323,17,151
1990,NH,Industrial Non-Cogen,Other,0,15,150
1990,NH,Industrial Non-Cogen,Petroleum,323,2,1
1990,NH,IPP NAICS-22 Cogen,Other,0,0,0
1990,NH,IPP NAICS-22 Non-Cogen,All Sources,103574,93,477
1990,NH,IPP NAICS-22 Non-Cogen,Other,102582,92,477
1990,NH,IPP NAICS-22 Non-Cogen,Petroleum,992,1,0
1990,NH,Total Electric Power Industry,All Sources,5086749,60436,19249
1990,NH,Total Electric Power Industry,Coal,2848166,37489,14898
1990,NH,Total Electric Power Industry,Other,102582,151,1414
1990,NH,Total Electric Power Industry,Petroleum,2136001,22795,2936
1990,NJ,Commercial Cogen,All Sources,63938,3,161
1990,NJ,Commercial Cogen,Natural Gas,62270,0,145
1990,NJ,Commercial Cogen,Other,0,0,14
1990,NJ,Commercial Cogen,Petroleum,1668,3,2
1990,NJ,Electric Utility,All Sources,11126488,68286,44284
1990,NJ,Electric Utility,Coal,6854331,62706,35373
1990,NJ,Electric Utility,Natural Gas,2610964,13,5871
1990,NJ,Electric Utility,Petroleum,1661193,5567,3040
1990,NJ,Industrial Cogen,All Sources,1225085,2927,2538
1990,NJ,Industrial Cogen,Natural Gas,670651,3,1764
1990,NJ,Industrial Cogen,Other,0,0,3
1990,NJ,Industrial Cogen,Petroleum,554434,2924,772
1990,NJ,Industrial Non-Cogen,All Sources,4976,3,11
1990,NJ,Industrial Non-Cogen,Natural Gas,4551,0,10
1990,NJ,Industrial Non-Cogen,Petroleum,425,3,1
1990,NJ,IPP NAICS-22 Cogen,All Sources,1092213,155,2038
1990,NJ,IPP NAICS-22 Cogen,Natural Gas,1027927,5,1918
1990,NJ,IPP NAICS-22 Cogen,Other,32515,60,95
1990,NJ,IPP NAICS-22 Cogen,Petroleum,31771,91,25
1990,NJ,IPP NAICS-22 Non-Cogen,All Sources,124112,47,660
1990,NJ,IPP NAICS-22 Non-Cogen,Natural Gas,3108,0,6
1990,NJ,IPP NAICS-22 Non-Cogen,Other,121004,46,654
1990,NJ,IPP NAICS-22 Non-Cogen,Petroleum,0,1,0
1990,NJ,Total Electric Power Industry,All Sources,13636812,71420,49693
1990,NJ,Total Electric Power Industry,Coal,6854331,62707,35374
1990,NJ,Total Electric Power Industry,Natural Gas,4379471,20,9714
1990,NJ,Total Electric Power Industry,Other,153519,106,766
1990,NJ,Total Electric Power Industry,Petroleum,2249491,8587,3839
1990,NM,Commercial Cogen,All Sources,38882,0,89
1990,NM,Commercial Cogen,Natural Gas,38882,0,89
1990,NM,Electric Utility,All Sources,28118618,54113,124778
1990,NM,Electric Utility,Coal,26693013,54044,121573
1990,NM,Electric Utility,Natural Gas,1394724,7,3180
1990,NM,Electric Utility,Petroleum,30881,62,25
1990,NM,Industrial Cogen,All Sources,73360,4,169
1990,NM,Industrial Cogen,Natural Gas,72374,0,168
1990,NM,Industrial Cogen,Petroleum,986,4,1
1990,NM,Industrial Non-Cogen,All Sources,154780,1,363
1990,NM,Industrial Non-Cogen,Natural Gas,154780,1,363
1990,NM,IPP NAICS-22 Cogen,All Sources,2790,0,71
1990,NM,IPP NAICS-22 Cogen,Natural Gas,2790,0,7
1990,NM,IPP NAICS-22 Cogen,Other,0,0,64
1990,NM,Total Electric Power Industry,All Sources,28388430,54117,125469
1990,NM,Total Electric Power Industry,Coal,26693013,54045,121573
1990,NM,Total Electric Power Industry,Natural Gas,1663550,8,3807
1990,NM,Total Electric Power Industry,Other,0,0,64
1990,NM,Total Electric Power Industry,Petroleum,31867,64,26
1990,NV,Electric Utility,All Sources,16675768,49577,69040
1990,NV,Electric Utility,Coal,15085099,48318,65482
1990,NV,Electric Utility,Natural Gas,1333162,6,3094
1990,NV,Electric Utility,Petroleum,257507,1253,464
1990,NV,IPP NAICS-22 Non-Cogen,All Sources,19422,0,0
1990,NV,IPP NAICS-22 Non-Cogen,Geothermal,19422,0,0
1990,NV,Total Electric Power Industry,All Sources,16695190,49577,69040
1990,NV,Total Electric Power Industry,Coal,15085099,48318,65482
1990,NV,Total Electric Power Industry,Geothermal,19422,0,0
1990,NV,Total Electric Power Industry,Natural Gas,1333162,6,3094
1990,NV,Total Electric Power Industry,Petroleum,257507,1253,464
1990,NY,Commercial Cogen,All Sources,360129,1363,1111
1990,NY,Commercial Cogen,Coal,124578,368,533
1990,NY,Commercial Cogen,Natural Gas,101706,0,247
1990,NY,Commercial Cogen,Other,8337,15,24
1990,NY,Commercial Cogen,Petroleum,125508,980,307
1990,NY,Commercial Non-Cogen,All Sources,0,1,1
1990,NY,Commercial Non-Cogen,Natural Gas,0,0,0
1990,NY,Commercial Non-Cogen,Other,0,1,1
1990,NY,Electric Utility,All Sources,63391847,367893,172760
1990,NY,Electric Utility,Coal,23955831,237440,96074
1990,NY,Electric Utility,Natural Gas,12218234,60,27926
1990,NY,Electric Utility,Other,0,0,7
1990,NY,Electric Utility,Petroleum,27217782,130394,48752
1990,NY,Industrial Cogen,All Sources,3578066,45784,13197
1990,NY,Industrial Cogen,Coal,2264650,32725,8184
1990,NY,Industrial Cogen,Natural Gas,512420,2,1427
1990,NY,Industrial Cogen,Other,19281,6449,2084
1990,NY,Industrial Cogen,Petroleum,781715,6608,1502
1990,NY,IPP NAICS-22 Cogen,All Sources,1084030,816,2911
1990,NY,IPP NAICS-22 Cogen,Coal,324702,228,1054
1990,NY,IPP NAICS-22 Cogen,Natural Gas,317192,2,589
1990,NY,IPP NAICS-22 Cogen,Other,408100,527,1245
1990,NY,IPP NAICS-22 Cogen,Petroleum,34036,60,24
1990,NY,IPP NAICS-22 Non-Cogen,All Sources,674183,1236,3048
1990,NY,IPP NAICS-22 Non-Cogen,Natural Gas,12356,0,54
1990,NY,IPP NAICS-22 Non-Cogen,Other,661827,1236,2995
1990,NY,Total Electric Power Industry,All Sources,69088255,417095,193028
1990,NY,Total Electric Power Industry,Coal,26669761,270760,105845
1990,NY,Total Electric Power Industry,Natural Gas,13161908,64,30242
1990,NY,Total Electric Power Industry,Other,1097545,8229,6356
1990,NY,Total Electric Power Industry,Petroleum,28159041,138042,50585
1990,OH,Commercial Cogen,All Sources,131075,1174,526
1990,OH,Commercial Cogen,Coal,73628,1135,328
1990,OH,Commercial Cogen,Natural Gas,43769,0,161
1990,OH,Commercial Cogen,Other,9498,19,30
1990,OH,Commercial Cogen,Petroleum,4180,20,6
1990,OH,Commercial Non-Cogen,All Sources,32954,21,74
1990,OH,Commercial Non-Cogen,Natural Gas,26377,0,68
1990,OH,Commercial Non-Cogen,Petroleum,6577,21,6
1990,OH,Electric Utility,All Sources,107373628,1961153,488988
1990,OH,Electric Utility,Coal,107055475,1959584,487733
1990,OH,Electric Utility,Natural Gas,66090,0,128
1990,OH,Electric Utility,Other,0,640,819
1990,OH,Electric Utility,Petroleum,252063,929,308
1990,OH,Industrial Cogen,All Sources,3069684,51395,13482
1990,OH,Industrial Cogen,Coal,2436727,47147,11520
1990,OH,Industrial Cogen,Natural Gas,154895,0,328
1990,OH,Industrial Cogen,Other,0,1350,682
1990,OH,Industrial Cogen,Petroleum,478062,2898,951
1990,OH,IPP NAICS-22 Cogen,All Sources,0,14,105
1990,OH,IPP NAICS-22 Cogen,Other,0,14,105
1990,OH,Total Electric Power Industry,All Sources,110607341,2013756,503176
1990,OH,Total Electric Power Industry,Coal,109565830,2007866,499581
1990,OH,Total Electric Power Industry,Natural Gas,291131,0,687
1990,OH,Total Electric Power Industry,Other,9498,2022,1637
1990,OH,Total Electric Power Industry,Petroleum,740882,3867,1271
1990,OK,Commercial Cogen,All Sources,37430,0,90
1990,OK,Commercial Cogen,Natural Gas,37430,0,90
1990,OK,Electric Utility,All Sources,35034709,92414,163715
1990,OK,Electric Utility,Coal,25618025,92145,142745
1990,OK,Electric Utility,Natural Gas,9374242,44,20910
1990,OK,Electric Utility,Petroleum,42442,224,60
1990,OK,Industrial Cogen,All Sources,1119647,7304,3538
1990,OK,Industrial Cogen,Coal,609479,4218,1928
1990,OK,Industrial Cogen,Natural Gas,401800,2,755
1990,OK,Industrial Cogen,Other,1410,2460,708
1990,OK,Industrial Cogen,Petroleum,106958,624,148
1990,OK,Industrial Non-Cogen,All Sources,0,4,21
1990,OK,Industrial Non-Cogen,Natural Gas,0,0,20
1990,OK,Industrial Non-Cogen,Petroleum,0,4,1
1990,OK,IPP NAICS-22 Cogen,All Sources,550268,2885,1132
1990,OK,IPP NAICS-22 Cogen,Coal,149985,2883,396
1990,OK,IPP NAICS-22 Cogen,Natural Gas,400283,2,737
1990,OK,Total Electric Power Industry,All Sources,36742054,102606,168496
1990,OK,Total Electric Power Industry,Coal,26377489,99246,145054
1990,OK,Total Electric Power Industry,Natural Gas,10213755,48,22515
1990,OK,Total Electric Power Industry,Other,1410,2460,717
1990,OK,Total Electric Power Industry,Petroleum,149400,852,210
1990,OR,Commercial Cogen,Other,0,0,0
1990,OR,Electric Utility,All Sources,1807748,4580,6921
1990,OR,Electric Utility,Coal,1378733,4464,5938
1990,OR,Electric Utility,Natural Gas,405126,2,938
1990,OR,Electric Utility,Petroleum,23889,114,45
1990,OR,Industrial Cogen,All Sources,173415,4259,1748
1990,OR,Industrial Cogen,Coal,115050,2152,538
1990,OR,Industrial Cogen,Natural Gas,53055,0,109
1990,OR,Industrial Cogen,Other,0,2001,1082
1990,OR,Industrial Cogen,Petroleum,5310,106,19
1990,OR,Industrial Non-Cogen,Other,0,0,0
1990,OR,IPP NAICS-22 Cogen,All Sources,0,6,92
1990,OR,IPP NAICS-22 Cogen,Other,0,6,92
1990,OR,IPP NAICS-22 Non-Cogen,All Sources,73992,27,217
1990,OR,IPP NAICS-22 Non-Cogen,Other,73992,27,217
1990,OR,Total Electric Power Industry,All Sources,2055155,8873,8978
1990,OR,Total Electric Power Industry,Coal,1493783,6604,6199
1990,OR,Total Electric Power Industry,Natural Gas,458181,2,1006
1990,OR,Total Electric Power Industry,Other,73992,2048,1709
1990,OR,Total Electric Power Industry,Petroleum,29199,220,63
1990,PA,Commercial Cogen,All Sources,170872,911,528
1990,PA,Commercial Cogen,Coal,64024,824,238
1990,PA,Commercial Cogen,Natural Gas,98820,0,258
1990,PA,Commercial Cogen,Petroleum,8028,87,32
1990,PA,Commercial Non-Cogen,All Sources,82,0,0
1990,PA,Commercial Non-Cogen,Petroleum,82,0,0
1990,PA,Electric Utility,All Sources,97791513,1091519,421912
1990,PA,Electric Utility,Coal,93879871,1057733,414121
1990,PA,Electric Utility,Natural Gas,129601,0,301
1990,PA,Electric Utility,Petroleum,3782041,33785,7490
1990,PA,Industrial Cogen,All Sources,4875466,67197,15847
1990,PA,Industrial Cogen,Coal,2816284,35730,10470
1990,PA,Industrial Cogen,Natural Gas,644783,3,1931
1990,PA,Industrial Cogen,Other,0,2281,722
1990,PA,Industrial Cogen,Petroleum,1414399,29184,2724
1990,PA,Industrial Non-Cogen,All Sources,946392,3796,2536
1990,PA,Industrial Non-Cogen,Coal,530950,3775,1749
1990,PA,Industrial Non-Cogen,Natural Gas,409532,2,783
1990,PA,Industrial Non-Cogen,Petroleum,5910,19,5
1990,PA,IPP NAICS-22 Cogen,All Sources,5291309,74776,11362
1990,PA,IPP NAICS-22 Cogen,Coal,3601531,69821,8121
1990,PA,IPP NAICS-22 Cogen,Natural Gas,612988,4,1416
1990,PA,IPP NAICS-22 Cogen,Other,57370,34,379
1990,PA,IPP NAICS-22 Cogen,Petroleum,1019420,4917,1446
1990,PA,IPP NAICS-22 Non-Cogen,All Sources,421167,1440,1156
1990,PA,IPP NAICS-22 Non-Cogen,Coal,283876,1418,261
1990,PA,IPP NAICS-22 Non-Cogen,Other,128407,21,891
1990,PA,IPP NAICS-22 Non-Cogen,Petroleum,8884,1,4
1990,PA,Total Electric Power Industry,All Sources,109496801,1239637,453340
1990,PA,Total Electric Power Industry,Coal,101176536,1169301,434909
1990,PA,Total Electric Power Industry,Natural Gas,1895724,8,4713
1990,PA,Total Electric Power Industry,Other,185777,2335,1998
1990,PA,Total Electric Power Industry,Petroleum,6238764,67993,11720
1990,PR,Industrial Cogen,Petroleum,0,0,0
1990,PR,Total Electric Power Industry,Petroleum,0,0,0
1990,RI,Commercial Cogen,All Sources,147439,624,288
1990,RI,Commercial Cogen,Natural Gas,43261,0,100
1990,RI,Commercial Cogen,Petroleum,104178,624,187
1990,RI,Electric Utility,All Sources,256137,1016,1005
